Order ID,Order Name,Created at,Financial Status,Customer ID,Total Price,Subtotal Price,Total Discounts,Shipping Cost,Total Tax,Lineitem quantity,Lineitem sku,Lineitem price,Lineitem total price,Lineitem name,Refund ID,Risk Level
110460719,#ORD110460719,2025-11-28,pending,1117,212.4,180,50,50,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460720,#ORD110460720,2025-11-24,paid,1371,1092,900,20,50,162,3,HERB003,300,900,Tulsi Shampoo,,medium
110460721,#ORD110460721,2025-11-27,paid,1228,136.2,90,0,30,16.2,1,HERB004,90,90,Sandalwood Soap,,low
110460722,#ORD110460722,2025-11-29,paid,1290,1318,1100,50,70,198,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460723,#ORD110460723,2025-11-19,paid,1142,1072,900,20,30,162,3,HERB003,300,900,Tulsi Shampoo,,high
110460724,#ORD110460724,2025-11-28,paid,1020,519.2,440,30,30,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460725,#ORD110460725,2025-11-07,paid,1007,444.8,360,30,50,64.8,4,HERB004,90,360,Sandalwood Soap,,high
110460726,#ORD110460726,2025-11-06,paid,1155,126.2,90,30,50,16.2,1,HERB004,90,90,Sandalwood Soap,,high
110460727,#ORD110460727,2025-11-09,paid,1117,660,500,0,70,90,2,HERB001,250,500,Amla Hair Oil,,medium
110460728,#ORD110460728,2025-11-23,paid,1045,348.6,270,0,30,48.6,3,HERB004,90,270,Sandalwood Soap,,low
110460729,#ORD110460729,2025-11-21,paid,1225,338.6,270,50,70,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460730,#ORD110460730,2025-11-06,paid,1413,1485,1250,20,30,225,5,HERB001,250,1250,Amla Hair Oil,,low
110460731,#ORD110460731,2025-11-15,pending,1325,660,500,0,70,90,2,HERB001,250,500,Amla Hair Oil,,high
110460732,#ORD110460732,2025-11-18,refunded,1188,262.4,180,0,50,32.4,1,HERB002,180,180,Neem Face Wash,RFD110460732,high
110460733,#ORD110460733,2025-11-13,paid,1178,879.6,720,0,30,129.6,4,HERB002,180,720,Neem Face Wash,,medium
110460734,#ORD110460734,2025-11-24,paid,1076,334,300,50,30,54,1,HERB003,300,300,Tulsi Shampoo,,high
110460735,#ORD110460735,2025-11-13,paid,1493,1790,1500,30,50,270,5,HERB003,300,1500,Tulsi Shampoo,,high
110460736,#ORD110460736,2025-11-12,refunded,1473,1545,1250,0,70,225,5,HERB001,250,1250,Amla Hair Oil,RFD110460736,high
110460737,#ORD110460737,2025-11-10,paid,1267,569.2,440,0,50,79.2,2,HERB005,220,440,Aloe Vera Gel,,low
110460738,#ORD110460738,2025-11-09,paid,1084,106.2,90,30,30,16.2,1,HERB004,90,90,Sandalwood Soap,,medium
110460739,#ORD110460739,2025-11-27,paid,1253,345,250,0,50,45,1,HERB001,250,250,Amla Hair Oil,,high
110460740,#ORD110460740,2025-11-18,paid,1419,305,250,20,30,45,1,HERB001,250,250,Amla Hair Oil,,high
110460741,#ORD110460741,2025-11-29,paid,1362,309.6,220,20,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,low
110460742,#ORD110460742,2025-11-12,paid,1463,531,450,50,50,81,5,HERB004,90,450,Sandalwood Soap,,medium
110460743,#ORD110460743,2025-11-15,paid,1094,590,500,50,50,90,2,HERB001,250,500,Amla Hair Oil,,low
110460744,#ORD110460744,2025-11-01,paid,1485,1230,1000,0,50,180,4,HERB001,250,1000,Amla Hair Oil,,medium
110460745,#ORD110460745,2025-11-24,paid,1169,212.4,180,30,30,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460746,#ORD110460746,2025-11-14,paid,1210,1475,1250,50,50,225,5,HERB001,250,1250,Amla Hair Oil,,high
110460747,#ORD110460747,2025-11-05,paid,1122,1348,1100,20,70,198,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460748,#ORD110460748,2025-11-29,paid,1195,1112,900,0,50,162,3,HERB003,300,900,Tulsi Shampoo,,low
110460749,#ORD110460749,2025-11-05,paid,1361,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,,low
110460750,#ORD110460750,2025-11-10,paid,1388,549.2,440,20,50,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460751,#ORD110460751,2025-11-27,paid,1146,647.2,540,20,30,97.2,3,HERB002,180,540,Neem Face Wash,,medium
110460752,#ORD110460752,2025-11-14,paid,1034,1298,1100,50,50,198,5,HERB005,220,1100,Aloe Vera Gel,,high
110460753,#ORD110460753,2025-11-19,paid,1317,156.2,90,0,50,16.2,1,HERB004,90,90,Sandalwood Soap,,high
110460754,#ORD110460754,2025-11-22,paid,1190,511,450,50,30,81,5,HERB004,90,450,Sandalwood Soap,,medium
110460755,#ORD110460755,2025-11-23,paid,1364,1068.4,880,20,50,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460756,#ORD110460756,2025-11-12,paid,1349,192.4,180,50,30,32.4,2,HERB004,90,180,Sandalwood Soap,,high
110460757,#ORD110460757,2025-11-13,paid,1217,569.2,440,20,70,79.2,2,HERB005,220,440,Aloe Vera Gel,,medium
110460758,#ORD110460758,2025-11-10,refunded,1371,1348,1100,0,50,198,5,HERB005,220,1100,Aloe Vera Gel,RFD110460758,medium
110460759,#ORD110460759,2025-11-12,paid,1026,541,450,20,30,81,5,HERB004,90,450,Sandalwood Soap,,medium
110460760,#ORD110460760,2025-11-08,paid,1499,1810,1500,30,70,270,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460761,#ORD110460761,2025-11-17,refunded,1002,738,600,0,30,108,2,HERB003,300,600,Tulsi Shampoo,RFD110460761,medium
110460762,#ORD110460762,2025-11-07,paid,1265,1062,900,30,30,162,5,HERB002,180,900,Neem Face Wash,,low
110460763,#ORD110460763,2025-11-13,paid,1289,1072,900,20,30,162,5,HERB002,180,900,Neem Face Wash,,medium
110460764,#ORD110460764,2025-11-17,paid,1065,620,500,0,30,90,2,HERB001,250,500,Amla Hair Oil,,high
110460765,#ORD110460765,2025-11-11,pending,1042,464.8,360,30,70,64.8,4,HERB004,90,360,Sandalwood Soap,,low
110460766,#ORD110460766,2025-11-28,paid,1233,899.6,720,20,70,129.6,4,HERB002,180,720,Neem Face Wash,,medium
110460767,#ORD110460767,2025-11-13,paid,1119,1112,900,0,50,162,5,HERB002,180,900,Neem Face Wash,,low
110460768,#ORD110460768,2025-11-05,paid,1425,424.8,360,30,30,64.8,4,HERB004,90,360,Sandalwood Soap,,low
110460769,#ORD110460769,2025-11-17,paid,1232,1466,1200,0,50,216,4,HERB003,300,1200,Tulsi Shampoo,,low
110460770,#ORD110460770,2025-11-16,refunded,1238,494.8,360,0,70,64.8,4,HERB004,90,360,Sandalwood Soap,RFD110460770,low
110460771,#ORD110460771,2025-11-18,paid,1142,551,450,30,50,81,5,HERB004,90,450,Sandalwood Soap,,high
110460772,#ORD110460772,2025-11-09,refunded,1152,474.8,360,0,50,64.8,2,HERB002,180,360,Neem Face Wash,RFD110460772,high
110460773,#ORD110460773,2025-11-05,paid,1143,282.4,180,0,70,32.4,2,HERB004,90,180,Sandalwood Soap,,low
110460774,#ORD110460774,2025-11-09,paid,1075,212.4,180,50,50,32.4,2,HERB004,90,180,Sandalwood Soap,,medium
110460775,#ORD110460775,2025-11-26,paid,1322,269.6,220,20,30,39.6,1,HERB005,220,220,Aloe Vera Gel,,low
110460776,#ORD110460776,2025-11-23,paid,1152,279.6,220,50,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,medium
110460777,#ORD110460777,2025-11-29,paid,1200,1200,1000,50,70,180,4,HERB001,250,1000,Amla Hair Oil,,high
110460778,#ORD110460778,2025-11-24,paid,1323,1348,1100,20,70,198,5,HERB005,220,1100,Aloe Vera Gel,,low
110460779,#ORD110460779,2025-11-14,paid,1235,298.6,270,50,30,48.6,3,HERB004,90,270,Sandalwood Soap,,high
110460780,#ORD110460780,2025-11-09,paid,1079,1112,900,0,50,162,5,HERB002,180,900,Neem Face Wash,,high
110460781,#ORD110460781,2025-11-13,paid,1024,570,500,50,30,90,2,HERB001,250,500,Amla Hair Oil,,low
110460782,#ORD110460782,2025-11-04,paid,1398,707.2,540,0,70,97.2,3,HERB002,180,540,Neem Face Wash,,low
110460783,#ORD110460783,2025-11-16,paid,1306,404,300,0,50,54,1,HERB003,300,300,Tulsi Shampoo,,medium
110460784,#ORD110460784,2025-11-19,paid,1439,581,450,20,70,81,5,HERB004,90,450,Sandalwood Soap,,medium
110460785,#ORD110460785,2025-11-09,paid,1018,1112,900,0,50,162,3,HERB003,300,900,Tulsi Shampoo,,low
110460786,#ORD110460786,2025-11-12,paid,1039,1820,1500,20,70,270,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460787,#ORD110460787,2025-11-13,paid,1242,232.4,180,50,70,32.4,2,HERB004,90,180,Sandalwood Soap,,low
110460788,#ORD110460788,2025-11-27,paid,1096,539.2,440,30,50,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460789,#ORD110460789,2025-11-17,paid,1212,1082,900,50,70,162,5,HERB002,180,900,Neem Face Wash,,low
110460790,#ORD110460790,2025-11-09,paid,1047,394,300,30,70,54,1,HERB003,300,300,Tulsi Shampoo,,medium
110460791,#ORD110460791,2025-11-04,paid,1226,758,600,0,50,108,2,HERB003,300,600,Tulsi Shampoo,,medium
110460792,#ORD110460792,2025-11-12,paid,1166,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460793,#ORD110460793,2025-11-13,refunded,1167,388.6,270,0,70,48.6,3,HERB004,90,270,Sandalwood Soap,RFD110460793,medium
110460794,#ORD110460794,2025-11-26,pending,1025,688,600,50,30,108,2,HERB003,300,600,Tulsi Shampoo,,medium
110460795,#ORD110460795,2025-11-26,pending,1400,561,450,0,30,81,5,HERB004,90,450,Sandalwood Soap,,low
110460796,#ORD110460796,2025-11-20,paid,1042,869.6,720,50,70,129.6,4,HERB002,180,720,Neem Face Wash,,low
110460797,#ORD110460797,2025-11-12,paid,1286,798.8,660,50,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,high
110460798,#ORD110460798,2025-11-16,paid,1364,1082,900,30,50,162,3,HERB003,300,900,Tulsi Shampoo,,medium
110460799,#ORD110460799,2025-11-22,paid,1188,935,750,20,70,135,3,HERB001,250,750,Amla Hair Oil,,medium
