Order ID,Order Name,Created at,Financial Status,Customer ID,Total Price,Subtotal Price,Total Discounts,Shipping Cost,Total Tax,Lineitem quantity,Lineitem sku,Lineitem price,Lineitem total price,Lineitem name,Refund ID,Risk Level
110460711,#ORD110460711,2025-11-02,paid,1243,1318.0,1100,50,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460712,#ORD110460712,2025-11-13,paid,1089,828.8,660,20,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,low
110460713,#ORD110460713,2025-11-08,paid,1130,647.2,540,20,30,97.2,3,HERB002,180,540,Neem Face Wash,,high
110460714,#ORD110460714,2025-11-10,paid,1469,1298.0,1100,50,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,,high
110460715,#ORD110460715,2025-11-24,paid,1001,1328.0,1100,0,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,,high
110460716,#ORD110460716,2025-11-10,paid,1440,262.4,180,20,70,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460717,#ORD110460717,2025-11-06,pending,1233,242.4,180,20,50,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460718,#ORD110460718,2025-11-18,paid,1063,374.0,300,30,50,54.0,1,HERB003,300,300,Tulsi Shampoo,,medium
110460719,#ORD110460719,2025-11-28,pending,1117,212.4,180,50,50,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460720,#ORD110460720,2025-11-24,paid,1371,1092.0,900,20,50,162.0,3,HERB003,300,900,Tulsi Shampoo,,medium
110460721,#ORD110460721,2025-11-27,paid,1228,136.2,90,0,30,16.2,1,HERB004,90,90,Sandalwood Soap,,low
110460722,#ORD110460722,2025-11-29,paid,1290,1318.0,1100,50,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460723,#ORD110460723,2025-11-19,paid,1142,1072.0,900,20,30,162.0,3,HERB003,300,900,Tulsi Shampoo,,high
110460724,#ORD110460724,2025-11-28,paid,1020,519.2,440,30,30,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460725,#ORD110460725,2025-11-07,paid,1007,444.8,360,30,50,64.8,4,HERB004,90,360,Sandalwood Soap,,high
110460726,#ORD110460726,2025-11-06,paid,1155,126.2,90,30,50,16.2,1,HERB004,90,90,Sandalwood Soap,,high
110460727,#ORD110460727,2025-11-09,paid,1117,660.0,500,0,70,90.0,2,HERB001,250,500,Amla Hair Oil,,medium
110460728,#ORD110460728,2025-11-23,paid,1045,348.6,270,0,30,48.6,3,HERB004,90,270,Sandalwood Soap,,low
110460729,#ORD110460729,2025-11-21,paid,1225,338.6,270,50,70,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460730,#ORD110460730,2025-11-06,paid,1413,1485.0,1250,20,30,225.0,5,HERB001,250,1250,Amla Hair Oil,,low
110460731,#ORD110460731,2025-11-15,pending,1325,660.0,500,0,70,90.0,2,HERB001,250,500,Amla Hair Oil,,high
110460732,#ORD110460732,2025-11-18,refunded,1188,262.4,180,0,50,32.4,1,HERB002,180,180,Neem Face Wash,RFD110460732,high
110460733,#ORD110460733,2025-11-13,paid,1178,879.6,720,0,30,129.6,4,HERB002,180,720,Neem Face Wash,,medium
110460734,#ORD110460734,2025-11-24,paid,1076,334.0,300,50,30,54.0,1,HERB003,300,300,Tulsi Shampoo,,high
110460735,#ORD110460735,2025-11-13,paid,1493,1790.0,1500,30,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,,high
110460736,#ORD110460736,2025-11-12,refunded,1473,1545.0,1250,0,70,225.0,5,HERB001,250,1250,Amla Hair Oil,RFD110460736,high
110460737,#ORD110460737,2025-11-10,paid,1267,569.2,440,0,50,79.2,2,HERB005,220,440,Aloe Vera Gel,,low
110460738,#ORD110460738,2025-11-09,paid,1084,106.2,90,30,30,16.2,1,HERB004,90,90,Sandalwood Soap,,medium
110460739,#ORD110460739,2025-11-27,paid,1253,345.0,250,0,50,45.0,1,HERB001,250,250,Amla Hair Oil,,high
110460740,#ORD110460740,2025-11-18,paid,1419,305.0,250,20,30,45.0,1,HERB001,250,250,Amla Hair Oil,,high
110460741,#ORD110460741,2025-11-29,paid,1362,309.6,220,20,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,low
110460742,#ORD110460742,2025-11-12,paid,1463,531.0,450,50,50,81.0,5,HERB004,90,450,Sandalwood Soap,,medium
110460743,#ORD110460743,2025-11-15,paid,1094,590.0,500,50,50,90.0,2,HERB001,250,500,Amla Hair Oil,,low
110460744,#ORD110460744,2025-11-01,paid,1485,1230.0,1000,0,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,medium
110460745,#ORD110460745,2025-11-24,paid,1169,212.4,180,30,30,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460746,#ORD110460746,2025-11-14,paid,1210,1475.0,1250,50,50,225.0,5,HERB001,250,1250,Amla Hair Oil,,high
110460747,#ORD110460747,2025-11-05,paid,1122,1348.0,1100,20,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460748,#ORD110460748,2025-11-29,paid,1195,1112.0,900,0,50,162.0,3,HERB003,300,900,Tulsi Shampoo,,low
110460749,#ORD110460749,2025-11-05,paid,1361,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,,low
110460750,#ORD110460750,2025-11-10,paid,1388,549.2,440,20,50,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460751,#ORD110460751,2025-11-27,paid,1146,647.2,540,20,30,97.2,3,HERB002,180,540,Neem Face Wash,,medium
110460752,#ORD110460752,2025-11-14,paid,1034,1298.0,1100,50,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,,high
110460753,#ORD110460753,2025-11-19,paid,1317,156.2,90,0,50,16.2,1,HERB004,90,90,Sandalwood Soap,,high
110460754,#ORD110460754,2025-11-22,paid,1190,511.0,450,50,30,81.0,5,HERB004,90,450,Sandalwood Soap,,medium
110460755,#ORD110460755,2025-11-23,paid,1364,1068.4,880,20,50,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460756,#ORD110460756,2025-11-12,paid,1349,192.4,180,50,30,32.4,2,HERB004,90,180,Sandalwood Soap,,high
110460757,#ORD110460757,2025-11-13,paid,1217,569.2,440,20,70,79.2,2,HERB005,220,440,Aloe Vera Gel,,medium
110460758,#ORD110460758,2025-11-10,refunded,1371,1348.0,1100,0,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,RFD110460758,medium
110460759,#ORD110460759,2025-11-12,paid,1026,541.0,450,20,30,81.0,5,HERB004,90,450,Sandalwood Soap,,medium
110460760,#ORD110460760,2025-11-08,paid,1499,1810.0,1500,30,70,270.0,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460761,#ORD110460761,2025-11-17,refunded,1002,738.0,600,0,30,108.0,2,HERB003,300,600,Tulsi Shampoo,RFD110460761,medium
110460762,#ORD110460762,2025-11-07,paid,1265,1062.0,900,30,30,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460763,#ORD110460763,2025-11-13,paid,1289,1072.0,900,20,30,162.0,5,HERB002,180,900,Neem Face Wash,,medium
110460764,#ORD110460764,2025-11-17,paid,1065,620.0,500,0,30,90.0,2,HERB001,250,500,Amla Hair Oil,,high
110460765,#ORD110460765,2025-11-11,pending,1042,464.8,360,30,70,64.8,4,HERB004,90,360,Sandalwood Soap,,low
110460766,#ORD110460766,2025-11-28,paid,1233,899.6,720,20,70,129.6,4,HERB002,180,720,Neem Face Wash,,medium
110460767,#ORD110460767,2025-11-13,paid,1119,1112.0,900,0,50,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460768,#ORD110460768,2025-11-05,paid,1425,424.8,360,30,30,64.8,4,HERB004,90,360,Sandalwood Soap,,low
110460769,#ORD110460769,2025-11-17,paid,1232,1466.0,1200,0,50,216.0,4,HERB003,300,1200,Tulsi Shampoo,,low
110460770,#ORD110460770,2025-11-16,refunded,1238,494.8,360,0,70,64.8,4,HERB004,90,360,Sandalwood Soap,RFD110460770,low
110460771,#ORD110460771,2025-11-18,paid,1142,551.0,450,30,50,81.0,5,HERB004,90,450,Sandalwood Soap,,high
110460772,#ORD110460772,2025-11-09,refunded,1152,474.8,360,0,50,64.8,2,HERB002,180,360,Neem Face Wash,RFD110460772,high
110460773,#ORD110460773,2025-11-05,paid,1143,282.4,180,0,70,32.4,2,HERB004,90,180,Sandalwood Soap,,low
110460774,#ORD110460774,2025-11-09,paid,1075,212.4,180,50,50,32.4,2,HERB004,90,180,Sandalwood Soap,,medium
110460775,#ORD110460775,2025-11-26,paid,1322,269.6,220,20,30,39.6,1,HERB005,220,220,Aloe Vera Gel,,low
110460776,#ORD110460776,2025-11-23,paid,1152,279.6,220,50,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,medium
110460777,#ORD110460777,2025-11-29,paid,1200,1200.0,1000,50,70,180.0,4,HERB001,250,1000,Amla Hair Oil,,high
110460778,#ORD110460778,2025-11-24,paid,1323,1348.0,1100,20,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460779,#ORD110460779,2025-11-14,paid,1235,298.6,270,50,30,48.6,3,HERB004,90,270,Sandalwood Soap,,high
110460780,#ORD110460780,2025-11-09,paid,1079,1112.0,900,0,50,162.0,5,HERB002,180,900,Neem Face Wash,,high
110460781,#ORD110460781,2025-11-13,paid,1024,570.0,500,50,30,90.0,2,HERB001,250,500,Amla Hair Oil,,low
110460782,#ORD110460782,2025-11-04,paid,1398,707.2,540,0,70,97.2,3,HERB002,180,540,Neem Face Wash,,low
110460783,#ORD110460783,2025-11-16,paid,1306,404.0,300,0,50,54.0,1,HERB003,300,300,Tulsi Shampoo,,medium
110460784,#ORD110460784,2025-11-19,paid,1439,581.0,450,20,70,81.0,5,HERB004,90,450,Sandalwood Soap,,medium
110460785,#ORD110460785,2025-11-09,paid,1018,1112.0,900,0,50,162.0,3,HERB003,300,900,Tulsi Shampoo,,low
110460786,#ORD110460786,2025-11-12,paid,1039,1820.0,1500,20,70,270.0,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460787,#ORD110460787,2025-11-13,paid,1242,232.4,180,50,70,32.4,2,HERB004,90,180,Sandalwood Soap,,low
110460788,#ORD110460788,2025-11-27,paid,1096,539.2,440,30,50,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460789,#ORD110460789,2025-11-17,paid,1212,1082.0,900,50,70,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460790,#ORD110460790,2025-11-09,paid,1047,394.0,300,30,70,54.0,1,HERB003,300,300,Tulsi Shampoo,,medium
110460791,#ORD110460791,2025-11-04,paid,1226,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,,medium
110460792,#ORD110460792,2025-11-12,paid,1166,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460793,#ORD110460793,2025-11-13,refunded,1167,388.6,270,0,70,48.6,3,HERB004,90,270,Sandalwood Soap,RFD110460793,medium
110460794,#ORD110460794,2025-11-26,pending,1025,688.0,600,50,30,108.0,2,HERB003,300,600,Tulsi Shampoo,,medium
110460795,#ORD110460795,2025-11-26,pending,1400,561.0,450,0,30,81.0,5,HERB004,90,450,Sandalwood Soap,,low
110460796,#ORD110460796,2025-11-20,paid,1042,869.6,720,50,70,129.6,4,HERB002,180,720,Neem Face Wash,,low
110460797,#ORD110460797,2025-11-12,paid,1286,798.8,660,50,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,high
110460798,#ORD110460798,2025-11-16,paid,1364,1082.0,900,30,50,162.0,3,HERB003,300,900,Tulsi Shampoo,,medium
110460799,#ORD110460799,2025-11-22,paid,1188,935.0,750,20,70,135.0,3,HERB001,250,750,Amla Hair Oil,,medium
110460200,#ORD60200,2025-12-06,paid,1223,1112.0,900,20,70,162.0,5,HERB002,180,900,Neem Face Wash,,high
110460201,#ORD60201,2025-12-06,paid,1212,275.0,250,50,30,45.0,1,HERB001,250,250,Amla Hair Oil,,low
110460202,#ORD60202,2025-12-13,paid,1322,610.0,500,30,50,90.0,2,HERB001,250,500,Amla Hair Oil,,medium
110460203,#ORD60203,2025-12-15,pending,1415,630.0,500,30,70,90.0,2,HERB001,250,500,Amla Hair Oil,,high
110460204,#ORD60204,2025-12-31,paid,1344,354.0,300,30,30,54.0,1,HERB003,300,300,Tulsi Shampoo,,high
110460205,#ORD60205,2025-12-19,refunded,1264,388.6,270,0,70,48.6,3,HERB004,90,270,Sandalwood Soap,RFD110460205,low
110460206,#ORD60206,2025-12-26,paid,1316,1042.0,900,50,30,162.0,3,HERB003,300,900,Tulsi Shampoo,,medium
110460207,#ORD60207,2025-12-12,pending,1123,474.8,360,0,50,64.8,2,HERB002,180,360,Neem Face Wash,,high
110460208,#ORD60208,2025-12-11,paid,1025,176.2,90,0,70,16.2,1,HERB004,90,90,Sandalwood Soap,,high
110460209,#ORD60209,2025-12-13,refunded,1043,309.6,220,0,50,39.6,1,HERB005,220,220,Aloe Vera Gel,RFD110460209,high
110460210,#ORD60210,2025-12-10,paid,1317,1042.0,900,50,30,162.0,5,HERB002,180,900,Neem Face Wash,,high
110460211,#ORD60211,2025-12-05,paid,1327,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,medium
110460212,#ORD60212,2025-12-23,paid,1390,1770.0,1500,30,30,270.0,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460213,#ORD60213,2025-12-17,paid,1383,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460214,#ORD60214,2025-12-19,paid,1397,325.0,250,0,30,45.0,1,HERB001,250,250,Amla Hair Oil,,medium
110460215,#ORD60215,2025-12-26,paid,1073,282.4,180,0,70,32.4,2,HERB004,90,180,Sandalwood Soap,,low
110460216,#ORD60216,2025-12-30,paid,1067,778.0,600,0,70,108.0,2,HERB003,300,600,Tulsi Shampoo,,medium
110460217,#ORD60217,2025-12-18,refunded,1118,404.0,300,0,50,54.0,1,HERB003,300,300,Tulsi Shampoo,RFD110460217,low
110460218,#ORD60218,2025-12-04,paid,1086,279.6,220,50,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,medium
110460219,#ORD60219,2025-12-25,pending,1396,374.0,300,50,70,54.0,1,HERB003,300,300,Tulsi Shampoo,,medium
110460220,#ORD60220,2025-12-24,paid,1071,368.6,270,20,70,48.6,3,HERB004,90,270,Sandalwood Soap,,high
110460221,#ORD60221,2025-12-27,paid,1390,338.6,270,50,70,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460222,#ORD60222,2025-12-23,paid,1096,1112.0,900,0,50,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460223,#ORD60223,2025-12-18,paid,1290,569.2,440,20,70,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460224,#ORD60224,2025-12-20,paid,1232,1416.0,1200,50,50,216.0,4,HERB003,300,1200,Tulsi Shampoo,,medium
110460225,#ORD60225,2025-12-07,paid,1032,222.4,180,20,30,32.4,2,HERB004,90,180,Sandalwood Soap,,medium
110460226,#ORD60226,2025-12-05,paid,1479,778.8,660,30,30,118.8,3,HERB005,220,660,Aloe Vera Gel,,high
110460227,#ORD60227,2025-12-04,paid,1215,935.0,750,0,50,135.0,3,HERB001,250,750,Amla Hair Oil,,medium
110460228,#ORD60228,2025-12-08,pending,1347,404.8,360,50,30,64.8,2,HERB002,180,360,Neem Face Wash,,low
110460229,#ORD60229,2025-12-13,paid,1362,849.6,720,50,50,129.6,4,HERB002,180,720,Neem Face Wash,,high
110460230,#ORD60230,2025-12-02,paid,1167,1200.0,1000,50,70,180.0,4,HERB001,250,1000,Amla Hair Oil,,high
110460231,#ORD60231,2025-12-20,paid,1282,444.8,360,30,50,64.8,4,HERB004,90,360,Sandalwood Soap,,low
110460232,#ORD60232,2025-12-15,paid,1449,1072.0,900,20,30,162.0,5,HERB002,180,900,Neem Face Wash,,medium
110460233,#ORD60233,2025-12-15,paid,1268,106.2,90,50,50,16.2,1,HERB004,90,90,Sandalwood Soap,,high
110460234,#ORD60234,2025-12-02,paid,1198,1082.0,900,30,50,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460235,#ORD60235,2025-12-07,pending,1019,1102.0,900,30,70,162.0,5,HERB002,180,900,Neem Face Wash,,high
110460236,#ORD60236,2025-12-12,paid,1012,222.4,180,20,30,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460237,#ORD60237,2025-12-21,paid,1231,1515.0,1250,30,70,225.0,5,HERB001,250,1250,Amla Hair Oil,,low
110460238,#ORD60238,2025-12-29,paid,1381,531.0,450,30,30,81.0,5,HERB004,90,450,Sandalwood Soap,,low
110460239,#ORD60239,2025-12-21,paid,1438,708.0,600,30,30,108.0,2,HERB003,300,600,Tulsi Shampoo,,low
110460240,#ORD60240,2025-12-13,paid,1286,1092.0,900,20,50,162.0,5,HERB002,180,900,Neem Face Wash,,high
110460241,#ORD60241,2025-12-12,paid,1298,242.4,180,20,50,32.4,2,HERB004,90,180,Sandalwood Soap,,low
110460242,#ORD60242,2025-12-10,paid,1122,541.0,450,20,30,81.0,5,HERB004,90,450,Sandalwood Soap,,low
110460243,#ORD60243,2025-12-28,paid,1084,404.8,360,50,30,64.8,2,HERB002,180,360,Neem Face Wash,,high
110460244,#ORD60244,2025-12-20,paid,1225,1436.0,1200,30,50,216.0,4,HERB003,300,1200,Tulsi Shampoo,,low
110460245,#ORD60245,2025-12-20,paid,1260,289.6,220,0,30,39.6,1,HERB005,220,220,Aloe Vera Gel,,high
110460246,#ORD60246,2025-12-21,paid,1357,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,high
110460247,#ORD60247,2025-12-08,refunded,1182,404.0,300,0,50,54.0,1,HERB003,300,300,Tulsi Shampoo,RFD110460247,medium
110460248,#ORD60248,2025-12-28,paid,1426,404.0,300,0,50,54.0,1,HERB003,300,300,Tulsi Shampoo,,low
110460249,#ORD60249,2025-12-08,pending,1194,1132.0,900,0,70,162.0,5,HERB002,180,900,Neem Face Wash,,medium
110460250,#ORD60250,2025-12-13,paid,1108,1820.0,1500,0,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460251,#ORD60251,2025-12-04,paid,1406,1038.4,880,50,50,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460252,#ORD60252,2025-12-06,paid,1313,539.2,440,50,70,79.2,2,HERB005,220,440,Aloe Vera Gel,,medium
110460253,#ORD60253,2025-12-03,paid,1004,1210.0,1000,0,30,180.0,4,HERB001,250,1000,Amla Hair Oil,,medium
110460254,#ORD60254,2025-12-23,paid,1403,1466.0,1200,0,50,216.0,4,HERB003,300,1200,Tulsi Shampoo,,low
110460255,#ORD60255,2025-12-05,paid,1426,899.6,720,0,50,129.6,4,HERB002,180,720,Neem Face Wash,,medium
110460256,#ORD60256,2025-12-01,paid,1001,1042.0,900,50,30,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460257,#ORD60257,2025-12-29,paid,1209,549.2,440,0,30,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460258,#ORD60258,2025-12-22,paid,1107,1466.0,1200,20,70,216.0,4,HERB003,300,1200,Tulsi Shampoo,,low
110460259,#ORD60259,2025-12-20,pending,1309,590.0,500,30,30,90.0,2,HERB001,250,500,Amla Hair Oil,,medium
110460260,#ORD60260,2025-12-27,paid,1303,1180.0,1000,50,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,high
110460261,#ORD60261,2025-12-03,paid,1103,1525.0,1250,20,70,225.0,5,HERB001,250,1250,Amla Hair Oil,,low
110460262,#ORD60262,2025-12-17,refunded,1108,1112.0,900,0,50,162.0,5,HERB002,180,900,Neem Face Wash,RFD110460262,medium
110460263,#ORD60263,2025-12-06,pending,1140,915.0,750,20,50,135.0,3,HERB001,250,750,Amla Hair Oil,,medium
110460264,#ORD60264,2025-12-13,paid,1060,1102.0,900,30,70,162.0,3,HERB003,300,900,Tulsi Shampoo,,medium
110460265,#ORD60265,2025-12-23,paid,1477,657.2,540,50,70,97.2,3,HERB002,180,540,Neem Face Wash,,medium
110460266,#ORD60266,2025-12-15,paid,1160,1770.0,1500,30,30,270.0,5,HERB003,300,1500,Tulsi Shampoo,,high
110460267,#ORD60267,2025-12-10,paid,1420,1338.0,1100,30,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460268,#ORD60268,2025-12-20,paid,1137,778.8,660,50,50,118.8,3,HERB005,220,660,Aloe Vera Gel,,medium
110460269,#ORD60269,2025-12-30,refunded,1431,707.2,540,0,70,97.2,3,HERB002,180,540,Neem Face Wash,RFD110460269,high
110460270,#ORD60270,2025-12-26,pending,1336,1298.0,1100,50,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460271,#ORD60271,2025-12-02,paid,1045,620.0,500,20,50,90.0,2,HERB001,250,500,Amla Hair Oil,,low
110460272,#ORD60272,2025-12-10,paid,1359,1495.0,1250,50,70,225.0,5,HERB001,250,1250,Amla Hair Oil,,medium
110460273,#ORD60273,2025-12-30,paid,1373,1132.0,900,0,70,162.0,3,HERB003,300,900,Tulsi Shampoo,,low
110460274,#ORD60274,2025-12-05,refunded,1333,1112.0,900,0,50,162.0,3,HERB003,300,900,Tulsi Shampoo,RFD110460274,low
110460275,#ORD60275,2025-12-27,paid,1117,569.2,440,0,50,79.2,2,HERB005,220,440,Aloe Vera Gel,,medium
110460276,#ORD60276,2025-12-05,paid,1412,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,medium
110460277,#ORD60277,2025-12-15,paid,1398,1042.0,900,50,30,162.0,3,HERB003,300,900,Tulsi Shampoo,,high
110460278,#ORD60278,2025-12-10,paid,1265,1456.0,1200,30,70,216.0,4,HERB003,300,1200,Tulsi Shampoo,,high
110460279,#ORD60279,2025-12-10,paid,1153,707.2,540,0,70,97.2,3,HERB002,180,540,Neem Face Wash,,medium
110460280,#ORD60280,2025-12-29,pending,1315,444.8,360,50,70,64.8,4,HERB004,90,360,Sandalwood Soap,,medium
110460281,#ORD60281,2025-12-21,paid,1376,1338.0,1100,30,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,high
110460282,#ORD60282,2025-12-04,paid,1130,1278.0,1100,50,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460283,#ORD60283,2025-12-12,paid,1174,561.0,450,20,50,81.0,5,HERB004,90,450,Sandalwood Soap,,high
110460284,#ORD60284,2025-12-29,paid,1371,1108.4,880,0,70,158.4,4,HERB005,220,880,Aloe Vera Gel,,high
110460285,#ORD60285,2025-12-14,pending,1341,551.0,450,30,50,81.0,5,HERB004,90,450,Sandalwood Soap,,high
110460286,#ORD60286,2025-12-27,paid,1085,1466.0,1200,0,50,216.0,4,HERB003,300,1200,Tulsi Shampoo,,low
110460287,#ORD60287,2025-12-01,pending,1056,106.2,90,30,30,16.2,1,HERB004,90,90,Sandalwood Soap,,medium
110460288,#ORD60288,2025-12-19,pending,1405,348.6,270,20,50,48.6,3,HERB004,90,270,Sandalwood Soap,,low
110460289,#ORD60289,2025-12-22,paid,1011,464.8,360,30,70,64.8,4,HERB004,90,360,Sandalwood Soap,,high
110460290,#ORD60290,2025-12-01,paid,1186,1820.0,1500,20,70,270.0,5,HERB003,300,1500,Tulsi Shampoo,,low
110460291,#ORD60291,2025-12-02,paid,1251,262.4,180,0,50,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460292,#ORD60292,2025-12-27,paid,1080,885.0,750,30,30,135.0,3,HERB001,250,750,Amla Hair Oil,,medium
110460293,#ORD60293,2025-12-16,refunded,1319,282.4,180,0,70,32.4,1,HERB002,180,180,Neem Face Wash,RFD110460293,low
110460294,#ORD60294,2025-12-05,paid,1193,1180.0,1000,50,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,medium
110460295,#ORD60295,2025-12-01,paid,1407,232.4,180,30,50,32.4,2,HERB004,90,180,Sandalwood Soap,,high
110460296,#ORD60296,2025-12-02,paid,1020,688.0,600,50,30,108.0,2,HERB003,300,600,Tulsi Shampoo,,high
110460297,#ORD60297,2025-12-05,paid,1090,808.8,660,0,30,118.8,3,HERB005,220,660,Aloe Vera Gel,,low
110460298,#ORD60298,2025-12-03,paid,1287,232.4,180,50,70,32.4,1,HERB002,180,180,Neem Face Wash,,high
110460299,#ORD60299,2025-12-01,refunded,1009,1112.0,900,0,50,162.0,5,HERB002,180,900,Neem Face Wash,RFD110460299,medium
110460300,#ORD60300,2025-12-28,refunded,1247,1466.0,1200,0,50,216.0,4,HERB003,300,1200,Tulsi Shampoo,RFD110460300,high
110460301,#ORD60301,2025-12-07,paid,1047,1210.0,1000,0,30,180.0,4,HERB001,250,1000,Amla Hair Oil,,high
110460302,#ORD60302,2025-12-11,paid,1369,1298.0,1100,50,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460303,#ORD60303,2025-12-10,paid,1249,1446.0,1200,0,30,216.0,4,HERB003,300,1200,Tulsi Shampoo,,medium
110460304,#ORD60304,2025-12-17,refunded,1256,329.6,220,0,70,39.6,1,HERB005,220,220,Aloe Vera Gel,RFD110460304,high
110460305,#ORD60305,2025-12-21,paid,1039,325.0,250,20,50,45.0,1,HERB001,250,250,Amla Hair Oil,,medium
110460306,#ORD60306,2025-12-13,paid,1384,589.2,440,0,70,79.2,2,HERB005,220,440,Aloe Vera Gel,,low
110460307,#ORD60307,2025-12-26,paid,1246,242.4,180,20,50,32.4,2,HERB004,90,180,Sandalwood Soap,,low
110460308,#ORD60308,2025-12-10,paid,1305,1082.0,900,30,50,162.0,3,HERB003,300,900,Tulsi Shampoo,,medium
110460309,#ORD60309,2025-12-02,paid,1358,434.8,360,20,30,64.8,4,HERB004,90,360,Sandalwood Soap,,high
110460310,#ORD60310,2025-12-08,paid,1326,126.2,90,30,50,16.2,1,HERB004,90,90,Sandalwood Soap,,medium
110460311,#ORD60311,2025-12-15,refunded,1387,1820.0,1500,0,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,RFD110460311,low
110460312,#ORD60312,2025-12-26,paid,1405,212.4,180,30,30,32.4,1,HERB002,180,180,Neem Face Wash,,high
110460313,#ORD60313,2025-12-23,paid,1128,748.0,600,30,70,108.0,2,HERB003,300,600,Tulsi Shampoo,,high
110460314,#ORD60314,2025-12-15,paid,1209,242.4,180,0,30,32.4,1,HERB002,180,180,Neem Face Wash,,medium
110460315,#ORD60315,2025-12-27,paid,1139,660.0,500,0,70,90.0,2,HERB001,250,500,Amla Hair Oil,,high
110460316,#ORD60316,2025-12-08,pending,1349,1485.0,1250,20,30,225.0,5,HERB001,250,1250,Amla Hair Oil,,medium
110460317,#ORD60317,2025-12-08,paid,1433,1038.4,880,50,50,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460318,#ORD60318,2025-12-18,paid,1226,561.0,450,20,50,81.0,5,HERB004,90,450,Sandalwood Soap,,low
110460319,#ORD60319,2025-12-21,pending,1366,1525.0,1250,0,50,225.0,5,HERB001,250,1250,Amla Hair Oil,,low
110460320,#ORD60320,2025-12-10,paid,1305,865.0,750,50,30,135.0,3,HERB001,250,750,Amla Hair Oil,,high
110460321,#ORD60321,2025-12-24,paid,1128,348.6,270,20,50,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460322,#ORD60322,2025-12-16,paid,1187,116.2,90,20,30,16.2,1,HERB004,90,90,Sandalwood Soap,,low
110460323,#ORD60323,2025-12-17,paid,1057,262.4,180,20,70,32.4,1,HERB002,180,180,Neem Face Wash,,high
110460324,#ORD60324,2025-12-18,pending,1253,1278.0,1100,50,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460325,#ORD60325,2025-12-19,paid,1150,1042.0,900,50,30,162.0,5,HERB002,180,900,Neem Face Wash,,low
