Order ID,Order Name,Created at,Financial Status,Customer ID,Total Price,Subtotal Price,Total Discounts,Shipping Cost,Total Tax,Lineitem quantity,Lineitem sku,Lineitem price,Lineitem total price,Lineitem name,Refund ID,Risk Level,Net Revenue,Fulfillment Cost,Contribution Margin,Order Year,Order Month,Order week,Days Since Order,First Purchase,Variant SKU,Cost per item,Lineitem COGS,Lineitem Gross Profit,Gross Margin %
110460636,#ORD110460636,2025-11-08,pending,1045,738.0,600,0,30,108.0,2,HERB003,300,600,Tulsi Shampoo,0,medium,738.0,138.0,708.0,2025,11,45,66,2025-11-08,HERB003,190,380,220,36.666666666666664
110460637,#ORD110460637,2025-11-02,paid,1346,549.2,440,0,30,79.2,2,HERB005,220,440,Aloe Vera Gel,0,high,549.2,109.2,519.2,2025,11,44,72,2025-11-02,HERB005,140,280,160,36.36363636363637
110460639,#ORD110460639,2025-11-27,paid,1088,1058.4,880,50,70,158.4,4,HERB005,220,880,Aloe Vera Gel,0,low,1008.4000000000001,228.4,938.4000000000001,2025,11,48,47,2025-11-27,HERB005,140,560,320,36.36363636363637
110460640,#ORD110460640,2025-11-29,pending,1297,318.6,270,30,30,48.6,3,HERB004,90,270,Sandalwood Soap,0,medium,288.6,78.6,258.6,2025,11,48,45,2025-11-29,HERB004,50,150,120,44.44444444444444
110460642,#ORD110460642,2025-11-19,paid,1102,895.0,750,20,30,135.0,3,HERB001,250,750,Amla Hair Oil,0,high,875.0,165.0,845.0,2025,11,47,55,2025-11-19,HERB001,160,480,270,36.0
110460643,#ORD110460643,2025-11-13,paid,1221,541.0,450,20,30,81.0,5,HERB004,90,450,Sandalwood Soap,0,high,521.0,111.0,491.0,2025,11,46,61,2025-11-10,HERB004,50,250,200,44.44444444444444
110460644,#ORD110460644,2025-11-12,paid,1456,242.4,180,0,30,32.4,1,HERB002,180,180,Neem Face Wash,0,high,242.4,62.4,212.4,2025,11,46,62,2025-11-12,HERB002,110,110,70,38.88888888888889
110460645,#ORD110460645,2025-11-19,paid,1154,1102.0,900,30,70,162.0,5,HERB002,180,900,Neem Face Wash,0,low,1072.0,232.0,1002.0,2025,11,47,55,2025-11-19,HERB002,110,550,350,38.88888888888889
110460646,#ORD110460646,2025-11-02,paid,1338,299.6,220,30,70,39.6,1,HERB005,220,220,Aloe Vera Gel,0,low,269.6,109.6,199.60000000000002,2025,11,44,72,2025-11-02,HERB005,140,140,80,36.36363636363637
110460647,#ORD110460647,2025-11-26,paid,1446,885.0,750,50,50,135.0,3,HERB001,250,750,Amla Hair Oil,0,medium,835.0,185.0,785.0,2025,11,48,48,2025-11-22,HERB001,160,480,270,36.0
110460648,#ORD110460648,2025-11-23,paid,1470,252.4,180,30,70,32.4,2,HERB004,90,180,Sandalwood Soap,0,low,222.4,102.4,152.4,2025,11,47,51,2025-11-23,HERB004,50,100,80,44.44444444444444
110460649,#ORD110460649,2025-11-17,paid,1310,1525.0,1250,20,70,225.0,5,HERB001,250,1250,Amla Hair Oil,0,medium,1505.0,295.0,1435.0,2025,11,47,57,2025-11-17,HERB001,160,800,450,36.0
110460650,#ORD110460650,2025-11-17,paid,1225,1790.0,1500,30,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,0,medium,1760.0,320.0,1710.0,2025,11,47,57,2025-11-17,HERB003,190,950,550,36.666666666666664
110460652,#ORD110460652,2025-11-03,paid,1463,354.0,300,30,30,54.0,1,HERB003,300,300,Tulsi Shampoo,0,medium,324.0,84.0,294.0,2025,11,45,71,2025-11-03,HERB003,190,190,110,36.666666666666664
110460653,#ORD110460653,2025-11-07,paid,1194,424.8,360,30,30,64.8,4,HERB004,90,360,Sandalwood Soap,0,high,394.8,94.8,364.8,2025,11,45,67,2025-11-07,HERB004,50,200,160,44.44444444444444
110460654,#ORD110460654,2025-11-13,paid,1456,758.8,660,50,30,118.8,3,HERB005,220,660,Aloe Vera Gel,0,low,708.8,148.8,678.8,2025,11,46,61,2025-11-12,HERB005,140,420,240,36.36363636363637
110460655,#ORD110460655,2025-11-20,paid,1442,212.4,180,50,50,32.4,1,HERB002,180,180,Neem Face Wash,0,high,162.4,82.4,112.4,2025,11,47,54,2025-11-20,HERB002,110,110,70,38.88888888888889
110460656,#ORD110460656,2025-11-04,paid,1061,559.2,440,30,70,79.2,2,HERB005,220,440,Aloe Vera Gel,0,medium,529.2,149.2,459.20000000000005,2025,11,45,70,2025-11-04,HERB005,140,280,160,36.36363636363637
110460657,#ORD110460657,2025-11-08,paid,1313,434.8,360,20,30,64.8,2,HERB002,180,360,Neem Face Wash,0,high,414.8,94.8,384.8,2025,11,45,66,2025-11-08,HERB002,110,220,140,38.88888888888889
110460658,#ORD110460658,2025-11-06,paid,1171,1180.0,1000,50,50,180.0,4,HERB001,250,1000,Amla Hair Oil,0,high,1130.0,230.0,1080.0,2025,11,45,68,2025-11-06,HERB001,160,640,360,36.0
110460659,#ORD110460659,2025-11-09,paid,1359,915.0,750,20,50,135.0,3,HERB001,250,750,Amla Hair Oil,0,high,895.0,185.0,845.0,2025,11,45,65,2025-11-09,HERB001,160,480,270,36.0
110460660,#ORD110460660,2025-11-26,paid,1045,1466.0,1200,20,70,216.0,4,HERB003,300,1200,Tulsi Shampoo,0,high,1446.0,286.0,1376.0,2025,11,48,48,2025-11-08,HERB003,190,760,440,36.666666666666664
110460661,#ORD110460661,2025-11-04,paid,1124,136.2,90,20,50,16.2,1,HERB004,90,90,Sandalwood Soap,0,medium,116.19999999999999,66.2,66.19999999999999,2025,11,45,70,2025-11-04,HERB004,50,50,40,44.44444444444444
110460662,#ORD110460662,2025-11-11,paid,1144,404.8,360,50,30,64.8,2,HERB002,180,360,Neem Face Wash,0,high,354.8,94.8,324.8,2025,11,46,63,2025-11-11,HERB002,110,220,140,38.88888888888889
110460663,#ORD110460663,2025-11-07,paid,1018,539.2,440,50,70,79.2,2,HERB005,220,440,Aloe Vera Gel,0,low,489.20000000000005,149.2,419.20000000000005,2025,11,45,67,2025-11-07,HERB005,140,280,160,36.36363636363637
110460664,#ORD110460664,2025-11-04,paid,1404,1466.0,1200,20,70,216.0,4,HERB003,300,1200,Tulsi Shampoo,0,high,1446.0,286.0,1376.0,2025,11,45,70,2025-11-04,HERB003,190,760,440,36.666666666666664
110460665,#ORD110460665,2025-11-07,paid,1072,424.8,360,50,50,64.8,2,HERB002,180,360,Neem Face Wash,0,medium,374.8,114.8,324.8,2025,11,45,67,2025-11-07,HERB002,110,220,140,38.88888888888889
110460666,#ORD110460666,2025-11-12,paid,1111,1082.0,900,30,50,162.0,3,HERB003,300,900,Tulsi Shampoo,0,medium,1052.0,212.0,1002.0,2025,11,46,62,2025-11-12,HERB003,190,570,330,36.666666666666664
110460667,#ORD110460667,2025-11-10,pending,1004,262.4,180,0,50,32.4,1,HERB002,180,180,Neem Face Wash,0,high,262.4,82.4,212.39999999999998,2025,11,46,64,2025-11-06,HERB002,110,110,70,38.88888888888889
110460669,#ORD110460669,2025-11-10,pending,1495,259.6,220,30,30,39.6,1,HERB005,220,220,Aloe Vera Gel,0,medium,229.60000000000002,69.6,199.60000000000002,2025,11,46,64,2025-11-10,HERB005,140,140,80,36.36363636363637
110460670,#ORD110460670,2025-11-21,pending,1134,192.4,180,50,30,32.4,2,HERB004,90,180,Sandalwood Soap,0,high,142.4,62.4,112.4,2025,11,47,53,2025-11-21,HERB004,50,100,80,44.44444444444444
110460672,#ORD110460672,2025-11-09,paid,1279,232.4,180,30,50,32.4,1,HERB002,180,180,Neem Face Wash,0,medium,202.4,82.4,152.4,2025,11,45,65,2025-11-09,HERB002,110,110,70,38.88888888888889
110460673,#ORD110460673,2025-11-01,paid,1339,1058.4,880,30,50,158.4,4,HERB005,220,880,Aloe Vera Gel,0,high,1028.4,208.4,978.4000000000001,2025,11,44,73,2025-11-01,HERB005,140,560,320,36.36363636363637
110460674,#ORD110460674,2025-11-29,paid,1076,325.0,250,20,50,45.0,1,HERB001,250,250,Amla Hair Oil,0,medium,305.0,95.0,255.0,2025,11,48,45,2025-11-24,HERB001,160,160,90,36.0
110460675,#ORD110460675,2025-11-29,paid,1364,315.0,250,30,50,45.0,1,HERB001,250,250,Amla Hair Oil,0,low,285.0,95.0,235.0,2025,11,48,45,2025-11-16,HERB001,160,160,90,36.0
110460676,#ORD110460676,2025-11-18,paid,1203,828.8,660,20,70,118.8,3,HERB005,220,660,Aloe Vera Gel,0,low,808.8,188.8,738.8,2025,11,47,56,2025-11-18,HERB005,140,420,240,36.36363636363637
110460677,#ORD110460677,2025-11-23,paid,1414,394.0,300,30,70,54.0,1,HERB003,300,300,Tulsi Shampoo,0,high,364.0,124.0,294.0,2025,11,47,51,2025-11-23,HERB003,190,190,110,36.666666666666664
110460678,#ORD110460678,2025-11-19,paid,1230,848.8,660,0,70,118.8,3,HERB005,220,660,Aloe Vera Gel,0,high,848.8,188.8,778.8,2025,11,47,55,2025-11-19,HERB005,140,420,240,36.36363636363637
110460680,#ORD110460680,2025-11-22,paid,1298,1298.0,1100,30,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,high,1268.0,228.0,1238.0,2025,11,47,52,2025-11-20,HERB005,140,700,400,36.36363636363637
110460681,#ORD110460681,2025-11-10,paid,1221,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,0,high,758.0,158.0,708.0,2025,11,46,64,2025-11-10,HERB003,190,380,220,36.666666666666664
110460682,#ORD110460682,2025-11-29,paid,1484,305.0,250,20,30,45.0,1,HERB001,250,250,Amla Hair Oil,0,medium,285.0,75.0,255.0,2025,11,48,45,2025-11-29,HERB001,160,160,90,36.0
110460683,#ORD110460683,2025-11-22,paid,1374,404.8,360,50,30,64.8,2,HERB002,180,360,Neem Face Wash,0,low,354.8,94.8,324.8,2025,11,47,52,2025-11-22,HERB002,110,220,140,38.88888888888889
110460684,#ORD110460684,2025-11-22,paid,1166,1328.0,1100,0,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,high,1328.0,228.0,1298.0,2025,11,47,52,2025-11-12,HERB005,140,700,400,36.36363636363637
110460686,#ORD110460686,2025-11-14,paid,1424,630.0,500,30,70,90.0,2,HERB001,250,500,Amla Hair Oil,0,high,600.0,160.0,530.0,2025,11,46,60,2025-11-14,HERB001,160,320,180,36.0
110460687,#ORD110460687,2025-11-16,paid,1161,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,0,high,758.0,158.0,708.0,2025,11,46,58,2025-11-16,HERB003,190,380,220,36.666666666666664
110460688,#ORD110460688,2025-11-14,paid,1144,1200.0,1000,30,50,180.0,4,HERB001,250,1000,Amla Hair Oil,0,low,1170.0,230.0,1120.0,2025,11,46,60,2025-11-11,HERB001,160,640,360,36.0
110460689,#ORD110460689,2025-11-09,paid,1186,1018.4,880,50,30,158.4,4,HERB005,220,880,Aloe Vera Gel,0,high,968.4,188.4,938.4,2025,11,45,65,2025-11-04,HERB005,140,560,320,36.36363636363637
110460690,#ORD110460690,2025-11-26,paid,1039,212.4,180,50,50,32.4,2,HERB004,90,180,Sandalwood Soap,0,high,162.4,82.4,112.4,2025,11,48,48,2025-11-12,HERB004,50,100,80,44.44444444444444
110460691,#ORD110460691,2025-11-29,paid,1163,474.8,360,0,50,64.8,4,HERB004,90,360,Sandalwood Soap,0,medium,474.8,114.8,424.8,2025,11,48,45,2025-11-29,HERB004,50,200,160,44.44444444444444
110460692,#ORD110460692,2025-11-28,paid,1195,345.0,250,0,50,45.0,1,HERB001,250,250,Amla Hair Oil,0,high,345.0,95.0,295.0,2025,11,48,46,2025-11-19,HERB001,160,160,90,36.0
110460693,#ORD110460693,2025-11-28,paid,1449,551.0,450,30,50,81.0,5,HERB004,90,450,Sandalwood Soap,0,low,521.0,131.0,471.0,2025,11,48,46,2025-11-28,HERB004,50,250,200,44.44444444444444
110460694,#ORD110460694,2025-11-10,pending,1328,551.0,450,30,50,81.0,5,HERB004,90,450,Sandalwood Soap,0,low,521.0,131.0,471.0,2025,11,46,64,2025-11-10,HERB004,50,250,200,44.44444444444444
110460695,#ORD110460695,2025-11-06,paid,1109,1082.0,900,30,50,162.0,5,HERB002,180,900,Neem Face Wash,0,high,1052.0,212.0,1002.0,2025,11,45,68,2025-11-06,HERB002,110,550,350,38.88888888888889
110460696,#ORD110460696,2025-11-06,paid,1010,309.6,220,20,70,39.6,1,HERB005,220,220,Aloe Vera Gel,0,high,289.6,109.6,219.60000000000002,2025,11,45,68,2025-11-06,HERB005,140,140,80,36.36363636363637
110460697,#ORD110460697,2025-11-12,paid,1164,1820.0,1500,20,70,270.0,5,HERB003,300,1500,Tulsi Shampoo,0,low,1800.0,340.0,1730.0,2025,11,46,62,2025-11-12,HERB003,190,950,550,36.666666666666664
110460698,#ORD110460698,2025-11-02,paid,1345,212.4,180,50,50,32.4,2,HERB004,90,180,Sandalwood Soap,0,high,162.4,82.4,112.4,2025,11,44,72,2025-11-02,HERB004,50,100,80,44.44444444444444
110460699,#ORD110460699,2025-11-14,paid,1157,1426.0,1200,20,30,216.0,4,HERB003,300,1200,Tulsi Shampoo,0,medium,1406.0,246.0,1376.0,2025,11,46,60,2025-11-14,HERB003,190,760,440,36.666666666666664
110460700,#ORD110460700,2025-11-08,paid,1027,1082.0,900,50,70,162.0,5,HERB002,180,900,Neem Face Wash,0,medium,1032.0,232.0,962.0,2025,11,45,66,2025-11-08,HERB002,110,550,350,38.88888888888889
110460701,#ORD110460701,2025-11-12,paid,1075,368.6,270,0,50,48.6,3,HERB004,90,270,Sandalwood Soap,0,high,368.6,98.6,318.6,2025,11,46,62,2025-11-09,HERB004,50,150,120,44.44444444444444
110460702,#ORD110460702,2025-11-14,paid,1242,1810.0,1500,30,70,270.0,5,HERB003,300,1500,Tulsi Shampoo,0,medium,1780.0,340.0,1710.0,2025,11,46,60,2025-11-03,HERB003,190,950,550,36.666666666666664
110460703,#ORD110460703,2025-11-29,paid,1331,1338.0,1100,30,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,low,1308.0,268.0,1238.0,2025,11,48,45,2025-11-29,HERB005,140,700,400,36.36363636363637
110460704,#ORD110460704,2025-11-09,paid,1278,242.4,180,0,30,32.4,1,HERB002,180,180,Neem Face Wash,0,medium,242.4,62.4,212.4,2025,11,45,65,2025-11-09,HERB002,110,110,70,38.88888888888889
110460705,#ORD110460705,2025-11-21,paid,1472,1062.0,900,30,30,162.0,3,HERB003,300,900,Tulsi Shampoo,0,medium,1032.0,192.0,1002.0,2025,11,47,53,2025-11-21,HERB003,190,570,330,36.666666666666664
110460706,#ORD110460706,2025-11-20,paid,1129,778.0,600,0,70,108.0,2,HERB003,300,600,Tulsi Shampoo,0,medium,778.0,178.0,708.0,2025,11,47,54,2025-11-20,HERB003,190,380,220,36.666666666666664
110460707,#ORD110460707,2025-11-29,paid,1207,106.2,90,50,50,16.2,1,HERB004,90,90,Sandalwood Soap,0,medium,56.2,66.2,6.200000000000003,2025,11,48,45,2025-11-29,HERB004,50,50,40,44.44444444444444
110460708,#ORD110460708,2025-11-12,paid,1179,1495.0,1250,50,70,225.0,5,HERB001,250,1250,Amla Hair Oil,0,medium,1445.0,295.0,1375.0,2025,11,46,62,2025-11-12,HERB001,160,800,450,36.0
110460709,#ORD110460709,2025-11-16,pending,1340,660.0,500,0,70,90.0,2,HERB001,250,500,Amla Hair Oil,0,low,660.0,160.0,590.0,2025,11,46,58,2025-11-16,HERB001,160,320,180,36.0
110460710,#ORD110460710,2025-11-17,paid,1432,885.0,750,30,30,135.0,3,HERB001,250,750,Amla Hair Oil,0,high,855.0,165.0,825.0,2025,11,47,57,2025-11-17,HERB001,160,480,270,36.0
110460711,#ORD110460711,2025-11-02,paid,1243,1318.0,1100,50,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,medium,1268.0,268.0,1198.0,2025,11,44,72,2025-11-02,HERB005,140,700,400,36.36363636363637
110460712,#ORD110460712,2025-11-13,paid,1089,828.8,660,20,70,118.8,3,HERB005,220,660,Aloe Vera Gel,0,low,808.8,188.8,738.8,2025,11,46,61,2025-11-13,HERB005,140,420,240,36.36363636363637
110460713,#ORD110460713,2025-11-08,paid,1130,647.2,540,20,30,97.2,3,HERB002,180,540,Neem Face Wash,0,high,627.2,127.2,597.2,2025,11,45,66,2025-11-08,HERB002,110,330,210,38.88888888888889
110460714,#ORD110460714,2025-11-10,paid,1469,1298.0,1100,50,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,high,1248.0,248.0,1198.0,2025,11,46,64,2025-11-10,HERB005,140,700,400,36.36363636363637
110460715,#ORD110460715,2025-11-24,paid,1001,1328.0,1100,0,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,high,1328.0,228.0,1298.0,2025,11,48,50,2025-11-24,HERB005,140,700,400,36.36363636363637
110460716,#ORD110460716,2025-11-10,paid,1440,262.4,180,20,70,32.4,1,HERB002,180,180,Neem Face Wash,0,low,242.39999999999998,102.4,172.39999999999998,2025,11,46,64,2025-11-10,HERB002,110,110,70,38.88888888888889
110460717,#ORD110460717,2025-11-06,pending,1233,242.4,180,20,50,32.4,1,HERB002,180,180,Neem Face Wash,0,low,222.4,82.4,172.4,2025,11,45,68,2025-11-06,HERB002,110,110,70,38.88888888888889
110460718,#ORD110460718,2025-11-18,paid,1063,374.0,300,30,50,54.0,1,HERB003,300,300,Tulsi Shampoo,0,medium,344.0,104.0,294.0,2025,11,47,56,2025-11-18,HERB003,190,190,110,36.666666666666664
110460719,#ORD110460719,2025-11-28,pending,1117,212.4,180,50,50,32.4,1,HERB002,180,180,Neem Face Wash,0,low,162.4,82.4,112.4,2025,11,48,46,2025-11-09,HERB002,110,110,70,38.88888888888889
110460720,#ORD110460720,2025-11-24,paid,1371,1092.0,900,20,50,162.0,3,HERB003,300,900,Tulsi Shampoo,0,medium,1072.0,212.0,1022.0,2025,11,48,50,2025-11-24,HERB003,190,570,330,36.666666666666664
110460721,#ORD110460721,2025-11-27,paid,1228,136.2,90,0,30,16.2,1,HERB004,90,90,Sandalwood Soap,0,low,136.2,46.2,106.19999999999999,2025,11,48,47,2025-11-27,HERB004,50,50,40,44.44444444444444
110460722,#ORD110460722,2025-11-29,paid,1290,1318.0,1100,50,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,medium,1268.0,268.0,1198.0,2025,11,48,45,2025-11-29,HERB005,140,700,400,36.36363636363637
110460723,#ORD110460723,2025-11-19,paid,1142,1072.0,900,20,30,162.0,3,HERB003,300,900,Tulsi Shampoo,0,high,1052.0,192.0,1022.0,2025,11,47,55,2025-11-18,HERB003,190,570,330,36.666666666666664
110460724,#ORD110460724,2025-11-28,paid,1020,519.2,440,30,30,79.2,2,HERB005,220,440,Aloe Vera Gel,0,high,489.20000000000005,109.2,459.20000000000005,2025,11,48,46,2025-11-28,HERB005,140,280,160,36.36363636363637
110460725,#ORD110460725,2025-11-07,paid,1007,444.8,360,30,50,64.8,4,HERB004,90,360,Sandalwood Soap,0,high,414.8,114.8,364.8,2025,11,45,67,2025-11-07,HERB004,50,200,160,44.44444444444444
110460726,#ORD110460726,2025-11-06,paid,1155,126.2,90,30,50,16.2,1,HERB004,90,90,Sandalwood Soap,0,high,96.2,66.2,46.2,2025,11,45,68,2025-11-06,HERB004,50,50,40,44.44444444444444
110460727,#ORD110460727,2025-11-09,paid,1117,660.0,500,0,70,90.0,2,HERB001,250,500,Amla Hair Oil,0,medium,660.0,160.0,590.0,2025,11,45,65,2025-11-09,HERB001,160,320,180,36.0
110460728,#ORD110460728,2025-11-23,paid,1045,348.6,270,0,30,48.6,3,HERB004,90,270,Sandalwood Soap,0,low,348.6,78.6,318.6,2025,11,47,51,2025-11-08,HERB004,50,150,120,44.44444444444444
110460729,#ORD110460729,2025-11-21,paid,1225,338.6,270,50,70,48.6,3,HERB004,90,270,Sandalwood Soap,0,medium,288.6,118.6,218.60000000000002,2025,11,47,53,2025-11-17,HERB004,50,150,120,44.44444444444444
110460730,#ORD110460730,2025-11-06,paid,1413,1485.0,1250,20,30,225.0,5,HERB001,250,1250,Amla Hair Oil,0,low,1465.0,255.0,1435.0,2025,11,45,68,2025-11-06,HERB001,160,800,450,36.0
110460731,#ORD110460731,2025-11-15,pending,1325,660.0,500,0,70,90.0,2,HERB001,250,500,Amla Hair Oil,0,high,660.0,160.0,590.0,2025,11,46,59,2025-11-06,HERB001,160,320,180,36.0
110460733,#ORD110460733,2025-11-13,paid,1178,879.6,720,0,30,129.6,4,HERB002,180,720,Neem Face Wash,0,medium,879.6,159.6,849.6,2025,11,46,61,2025-11-09,HERB002,110,440,280,38.88888888888889
110460734,#ORD110460734,2025-11-24,paid,1076,334.0,300,50,30,54.0,1,HERB003,300,300,Tulsi Shampoo,0,high,284.0,84.0,254.0,2025,11,48,50,2025-11-24,HERB003,190,190,110,36.666666666666664
110460735,#ORD110460735,2025-11-13,paid,1493,1790.0,1500,30,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,0,high,1760.0,320.0,1710.0,2025,11,46,61,2025-11-03,HERB003,190,950,550,36.666666666666664
110460737,#ORD110460737,2025-11-10,paid,1267,569.2,440,0,50,79.2,2,HERB005,220,440,Aloe Vera Gel,0,low,569.2,129.2,519.2,2025,11,46,64,2025-11-10,HERB005,140,280,160,36.36363636363637
110460738,#ORD110460738,2025-11-09,paid,1084,106.2,90,30,30,16.2,1,HERB004,90,90,Sandalwood Soap,0,medium,76.2,46.2,46.2,2025,11,45,65,2025-11-09,HERB004,50,50,40,44.44444444444444
110460739,#ORD110460739,2025-11-27,paid,1253,345.0,250,0,50,45.0,1,HERB001,250,250,Amla Hair Oil,0,high,345.0,95.0,295.0,2025,11,48,47,2025-11-27,HERB001,160,160,90,36.0
110460740,#ORD110460740,2025-11-18,paid,1419,305.0,250,20,30,45.0,1,HERB001,250,250,Amla Hair Oil,0,high,285.0,75.0,255.0,2025,11,47,56,2025-11-18,HERB001,160,160,90,36.0
110460741,#ORD110460741,2025-11-29,paid,1362,309.6,220,20,70,39.6,1,HERB005,220,220,Aloe Vera Gel,0,low,289.6,109.6,219.60000000000002,2025,11,48,45,2025-11-29,HERB005,140,140,80,36.36363636363637
110460742,#ORD110460742,2025-11-12,paid,1463,531.0,450,50,50,81.0,5,HERB004,90,450,Sandalwood Soap,0,medium,481.0,131.0,431.0,2025,11,46,62,2025-11-03,HERB004,50,250,200,44.44444444444444
110460743,#ORD110460743,2025-11-15,paid,1094,590.0,500,50,50,90.0,2,HERB001,250,500,Amla Hair Oil,0,low,540.0,140.0,490.0,2025,11,46,59,2025-11-09,HERB001,160,320,180,36.0
110460744,#ORD110460744,2025-11-01,paid,1485,1230.0,1000,0,50,180.0,4,HERB001,250,1000,Amla Hair Oil,0,medium,1230.0,230.0,1180.0,2025,11,44,73,2025-11-01,HERB001,160,640,360,36.0
110460745,#ORD110460745,2025-11-24,paid,1169,212.4,180,30,30,32.4,1,HERB002,180,180,Neem Face Wash,0,low,182.4,62.4,152.4,2025,11,48,50,2025-11-24,HERB002,110,110,70,38.88888888888889
110460746,#ORD110460746,2025-11-14,paid,1210,1475.0,1250,50,50,225.0,5,HERB001,250,1250,Amla Hair Oil,0,high,1425.0,275.0,1375.0,2025,11,46,60,2025-11-14,HERB001,160,800,450,36.0
110460747,#ORD110460747,2025-11-05,paid,1122,1348.0,1100,20,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,medium,1328.0,268.0,1258.0,2025,11,45,69,2025-11-05,HERB005,140,700,400,36.36363636363637
110460748,#ORD110460748,2025-11-29,paid,1195,1112.0,900,0,50,162.0,3,HERB003,300,900,Tulsi Shampoo,0,low,1112.0,212.0,1062.0,2025,11,48,45,2025-11-19,HERB003,190,570,330,36.666666666666664
110460749,#ORD110460749,2025-11-05,paid,1361,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,0,low,328.6,118.6,258.6,2025,11,45,69,2025-11-05,HERB004,50,150,120,44.44444444444444
110460750,#ORD110460750,2025-11-10,paid,1388,549.2,440,20,50,79.2,2,HERB005,220,440,Aloe Vera Gel,0,high,529.2,129.2,479.20000000000005,2025,11,46,64,2025-11-10,HERB005,140,280,160,36.36363636363637
110460751,#ORD110460751,2025-11-27,paid,1146,647.2,540,20,30,97.2,3,HERB002,180,540,Neem Face Wash,0,medium,627.2,127.2,597.2,2025,11,48,47,2025-11-13,HERB002,110,330,210,38.88888888888889
110460752,#ORD110460752,2025-11-14,paid,1034,1298.0,1100,50,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,high,1248.0,248.0,1198.0,2025,11,46,60,2025-11-14,HERB005,140,700,400,36.36363636363637
110460753,#ORD110460753,2025-11-19,paid,1317,156.2,90,0,50,16.2,1,HERB004,90,90,Sandalwood Soap,0,high,156.2,66.2,106.19999999999999,2025,11,47,55,2025-11-19,HERB004,50,50,40,44.44444444444444
110460754,#ORD110460754,2025-11-22,paid,1190,511.0,450,50,30,81.0,5,HERB004,90,450,Sandalwood Soap,0,medium,461.0,111.0,431.0,2025,11,47,52,2025-11-22,HERB004,50,250,200,44.44444444444444
110460755,#ORD110460755,2025-11-23,paid,1364,1068.4,880,20,50,158.4,4,HERB005,220,880,Aloe Vera Gel,0,low,1048.4,208.4,998.4000000000001,2025,11,47,51,2025-11-16,HERB005,140,560,320,36.36363636363637
110460756,#ORD110460756,2025-11-12,paid,1349,192.4,180,50,30,32.4,2,HERB004,90,180,Sandalwood Soap,0,high,142.4,62.4,112.4,2025,11,46,62,2025-11-12,HERB004,50,100,80,44.44444444444444
110460757,#ORD110460757,2025-11-13,paid,1217,569.2,440,20,70,79.2,2,HERB005,220,440,Aloe Vera Gel,0,medium,549.2,149.2,479.20000000000005,2025,11,46,61,2025-11-13,HERB005,140,280,160,36.36363636363637
110460759,#ORD110460759,2025-11-12,paid,1026,541.0,450,20,30,81.0,5,HERB004,90,450,Sandalwood Soap,0,medium,521.0,111.0,491.0,2025,11,46,62,2025-11-12,HERB004,50,250,200,44.44444444444444
110460760,#ORD110460760,2025-11-08,paid,1499,1810.0,1500,30,70,270.0,5,HERB003,300,1500,Tulsi Shampoo,0,medium,1780.0,340.0,1710.0,2025,11,45,66,2025-11-08,HERB003,190,950,550,36.666666666666664
110460762,#ORD110460762,2025-11-07,paid,1265,1062.0,900,30,30,162.0,5,HERB002,180,900,Neem Face Wash,0,low,1032.0,192.0,1002.0,2025,11,45,67,2025-11-07,HERB002,110,550,350,38.88888888888889
110460763,#ORD110460763,2025-11-13,paid,1289,1072.0,900,20,30,162.0,5,HERB002,180,900,Neem Face Wash,0,medium,1052.0,192.0,1022.0,2025,11,46,61,2025-11-13,HERB002,110,550,350,38.88888888888889
110460764,#ORD110460764,2025-11-17,paid,1065,620.0,500,0,30,90.0,2,HERB001,250,500,Amla Hair Oil,0,high,620.0,120.0,590.0,2025,11,47,57,2025-11-17,HERB001,160,320,180,36.0
110460765,#ORD110460765,2025-11-11,pending,1042,464.8,360,30,70,64.8,4,HERB004,90,360,Sandalwood Soap,0,low,434.8,134.8,364.8,2025,11,46,63,2025-11-11,HERB004,50,200,160,44.44444444444444
110460766,#ORD110460766,2025-11-28,paid,1233,899.6,720,20,70,129.6,4,HERB002,180,720,Neem Face Wash,0,medium,879.6,199.6,809.6,2025,11,48,46,2025-11-06,HERB002,110,440,280,38.88888888888889
110460767,#ORD110460767,2025-11-13,paid,1119,1112.0,900,0,50,162.0,5,HERB002,180,900,Neem Face Wash,0,low,1112.0,212.0,1062.0,2025,11,46,61,2025-11-13,HERB002,110,550,350,38.88888888888889
110460768,#ORD110460768,2025-11-05,paid,1425,424.8,360,30,30,64.8,4,HERB004,90,360,Sandalwood Soap,0,low,394.8,94.8,364.8,2025,11,45,69,2025-11-05,HERB004,50,200,160,44.44444444444444
